trait,delta,comparison,mean_diff,sd,lo95,hi95
Asthma,0.1,MELD_lambda1_afproj − MELD_lambda0_afproj,-0.00156750067511608,0.000487563189532978,-0.00264223837924058,-0.000681657612692512
COPD,0.001,MELD_lambda0_afproj − EUR,0.0941628692956438,0.0120099765316682,0.0699986698286068,0.117009419528359
COPD,0.001,MELD_lambda0_afproj − EAS,0.249566493861383,0.0201865953079949,0.208362968192784,0.287687517814421
COPD,0.001,MELD_lambda0_afproj − AFR,0.403139393531841,0.0241993296891183,0.352957749801058,0.447222845312196
COPD,0.001,MELD_lambda0_afproj − CSA,0.152962148185633,0.0147498480549429,0.121675197970811,0.179792557305862
COPD,0.001,MELD_lambda0_afproj − AMR,0.193691839881421,0.0239533433887552,0.143907984718562,0.238978403942354
COPD,0.001,MELD_lambda0_afproj − MELD_lambda0_equal,-0.00515334650116097,0.00542353455253305,-0.0163700228088304,0.00524338809378002
COPD,0.001,MELD_lambda0_afproj − MELD_lambda0_reportN,0.00137695328599387,0.000821743914488746,-0.000197819344694801,0.00303571096660153
COPD,0.001,MELD_lambda1_afproj − MELD_lambda0_afproj,-0.00358956553861398,0.0010136211239269,-0.00566182528021834,-0.00165744121032094
COPD,0.01,MELD_lambda0_afproj − EUR,0.0406503545745512,0.00553078448299396,0.0299099072347503,0.0514480834333913
COPD,0.01,MELD_lambda0_afproj − EAS,0.133805717336738,0.0115088332416424,0.110885444382997,0.156493568681524
COPD,0.01,MELD_lambda0_afproj − AFR,0.29695379231985,0.0226545051933994,0.250931725031097,0.338277033686687
COPD,0.01,MELD_lambda0_afproj − CSA,0.0768537443796079,0.00953381468169945,0.0576001567127744,0.0953388649303433
COPD,0.01,MELD_lambda0_afproj − AMR,0.124245394185991,0.017857870533436,0.0896801935812567,0.157555376625426
COPD,0.01,MELD_lambda0_afproj − MELD_lambda0_equal,0.00641654177458417,0.0032914189880105,-7.87431134865647e-05,0.0126091284428601
COPD,0.01,MELD_lambda0_afproj − MELD_lambda0_reportN,0.000807483336415979,0.000304671389024702,0.000232200337638561,0.00142487219732892
COPD,0.01,MELD_lambda1_afproj − MELD_lambda0_afproj,-0.0026554190353725,0.000753132217838959,-0.00418148909566202,-0.00120818936374604
COPD,0.1,MELD_lambda0_afproj − EUR,0.0278307646492304,0.00352532622995354,0.0211207971912904,0.0348741074480165
COPD,0.1,MELD_lambda0_afproj − EAS,0.101919573512874,0.00874777441392664,0.0851458096593003,0.118992972773822
COPD,0.1,MELD_lambda0_afproj − AFR,0.223122550332941,0.0171785618341978,0.187936710169954,0.255440278848629
COPD,0.1,MELD_lambda0_afproj − CSA,0.0509568363612023,0.00641178383274054,0.0382339912554585,0.0635852044223172
COPD,0.1,MELD_lambda0_afproj − AMR,0.0869630791568518,0.0109817620791009,0.0654244526490318,0.108647297858429
COPD,0.1,MELD_lambda0_afproj − MELD_lambda0_equal,0.00493951263639215,0.00243589965362288,3.70656569603392e-05,0.00963685209743684
COPD,0.1,MELD_lambda0_afproj − MELD_lambda0_reportN,0.000321219793668331,0.000186108853807316,-3.38317352280584e-05,0.000695173321676284
COPD,0.1,MELD_lambda1_afproj − MELD_lambda0_afproj,-0.0030139024362006,0.000655127985387829,-0.00428954395741113,-0.00175056813311511
Gout,0.001,MELD_lambda0_afproj − EUR,0.115324948304829,0.0116996796079989,0.091675952300935,0.13824022879528
Gout,0.001,MELD_lambda0_afproj − EAS,0.274077569817534,0.022422616944298,0.229458121789522,0.31640448606694
Gout,0.001,MELD_lambda0_afproj − AFR,0.422124636391057,0.0221745740469204,0.377322715155774,0.463492951300727
Gout,0.001,MELD_lambda0_afproj − CSA,0.17099555424922,0.0196991395665241,0.13163489054628,0.209360967361975
Gout,0.001,MELD_lambda0_afproj − AMR,0.194077747559544,0.0156810974154047,0.161556589672892,0.223408690223041
Gout,0.001,MELD_lambda0_afproj − MELD_lambda0_equal,0.00264542197790294,0.00489053278181187,-0.00688460010418749,0.0124045815104541
Gout,0.001,MELD_lambda0_afproj − MELD_lambda0_reportN,0.00225969860857428,0.000811039129833131,0.00058413298185683,0.00376537703237473
Gout,0.001,MELD_lambda1_afproj − MELD_lambda0_afproj,-0.00192777394490406,0.00147559213954824,-0.00508953354510364,0.000601191867182266
Gout,0.01,MELD_lambda0_afproj − EUR,0.0518198251008985,0.00469589089295865,0.0427861800454094,0.0613323153419558
Gout,0.01,MELD_lambda0_afproj − EAS,0.127801053686357,0.0111173490641902,0.105279477518507,0.14843226113162
Gout,0.01,MELD_lambda0_afproj − AFR,0.316129624151623,0.0269782101878088,0.262072441650848,0.366522147240843
Gout,0.01,MELD_lambda0_afproj − CSA,0.0905772647398098,0.0117983715608799,0.0667873798435357,0.11383269300981
Gout,0.01,MELD_lambda0_afproj − AMR,0.122641018207579,0.0150975886540691,0.09074242836697,0.151771673539185
Gout,0.01,MELD_lambda0_afproj − MELD_lambda0_equal,0.011049806716815,0.00342857145435123,0.00448060319111189,0.0178665729998276
Gout,0.01,MELD_lambda0_afproj − MELD_lambda0_reportN,0.00154596766399832,0.000336511559119288,0.000914384710827973,0.00223733670787304
Gout,0.01,MELD_lambda1_afproj − MELD_lambda0_afproj,-0.00219541540826893,0.000759569197272833,-0.00381409554498771,-0.00083606545736332
Gout,0.1,MELD_lambda0_afproj − EUR,0.0354397314315425,0.00381291865596504,0.028400436747175,0.0430881438916876
Gout,0.1,MELD_lambda0_afproj − EAS,0.0848684781245754,0.00632607447318488,0.0718816114214974,0.0963115475576017
Gout,0.1,MELD_lambda0_afproj − AFR,0.249990867921513,0.023746970301411,0.201423912780399,0.295055494213504
Gout,0.1,MELD_lambda0_afproj − CSA,0.0594869777861062,0.00860650494047996,0.0425038483672758,0.0751868374553493
Gout,0.1,MELD_lambda0_afproj − AMR,0.0920404361277722,0.0109156261687908,0.0719762078148182,0.113804024843788
Gout,0.1,MELD_lambda0_afproj − MELD_lambda0_equal,0.0109808630983578,0.00317093072131474,0.00516000069468378,0.0172593848348391
Gout,0.1,MELD_lambda0_afproj − MELD_lambda0_reportN,0.00102971511955675,0.000236900052539932,0.000573228585288467,0.00151978555380387
Gout,0.1,MELD_lambda1_afproj − MELD_lambda0_afproj,-0.00231590809180919,0.000701996786528232,-0.00379201436888594,-0.000944728280696784
HF,0.001,MELD_lambda0_afproj − EUR,0.0792881044519189,0.00953359516435046,0.060715221968875,0.0983910336059284
HF,0.001,MELD_lambda0_afproj − EAS,0.288082979699698,0.0142722137551904,0.258083617522242,0.314512428271432
HF,0.001,MELD_lambda0_afproj − AFR,0.358680971130827,0.0226782464261718,0.315166063231777,0.403765066641772
HF,0.001,MELD_lambda0_afproj − CSA,0.148303005826806,0.0138423824893978,0.121504898596204,0.175810126580161
HF,0.001,MELD_lambda0_afproj − AMR,0.171377655865884,0.0144155647071132,0.141710479989392,0.198363296474445
HF,0.001,MELD_lambda0_afproj − MELD_lambda0_equal,0.0028645029216386,0.00786622291440811,-0.0120877985915688,0.0182831480627965
HF,0.001,MELD_lambda0_afproj − MELD_lambda0_reportN,0.000181971814009467,0.000736067604255461,-0.00131542780079539,0.00162150241962508
HF,0.001,MELD_lambda1_afproj − MELD_lambda0_afproj,-4.7069825569281e-05,0.000941234297791173,-0.00187424102979249,0.00182192921503572
HF,0.01,MELD_lambda0_afproj − EUR,0.0396354140228184,0.00525847144267411,0.0293232893560818,0.0498338143277954
HF,0.01,MELD_lambda0_afproj − EAS,0.136847309104139,0.00851459927479599,0.120940187921445,0.153800068606052
HF,0.01,MELD_lambda0_afproj − AFR,0.268914242022769,0.0209430902765713,0.228450456180561,0.31101888569332
HF,0.01,MELD_lambda0_afproj − CSA,0.075239205338815,0.00844352844993288,0.0597372812815876,0.0922779658759026
HF,0.01,MELD_lambda0_afproj − AMR,0.100677916469785,0.0111570253612057,0.0784290358716053,0.121571959265139
HF,0.01,MELD_lambda0_afproj − MELD_lambda0_equal,0.00779875332259668,0.00499389831506784,-0.0018022040629498,0.017606639363176
HF,0.01,MELD_lambda0_afproj − MELD_lambda0_reportN,1.90114638745522e-05,0.000272747070293542,-0.000466142027040906,0.000586688403584728
HF,0.01,MELD_lambda1_afproj − MELD_lambda0_afproj,-0.000585625027375378,0.000646373028224138,-0.00181848574046661,0.000684929019177459
HF,0.1,MELD_lambda0_afproj − EUR,0.0278370274015183,0.00298544743907949,0.0218439650102646,0.0337324024881177
HF,0.1,MELD_lambda0_afproj − EAS,0.0954962062751211,0.00600808343415964,0.0839579209037105,0.107012776108259
HF,0.1,MELD_lambda0_afproj − AFR,0.21849501824744,0.0162218351471701,0.187780015478927,0.249899723873001
HF,0.1,MELD_lambda0_afproj − CSA,0.0576686643779612,0.00633971199396354,0.0453257915218456,0.0706170988654297
HF,0.1,MELD_lambda0_afproj − AMR,0.0760261870388306,0.00774559441921006,0.0616540348223508,0.0911028461509939
HF,0.1,MELD_lambda0_afproj − MELD_lambda0_equal,0.00757043253678184,0.00373015214193725,9.30791607302629e-05,0.014784298478991
HF,0.1,MELD_lambda0_afproj − MELD_lambda0_reportN,1.30000172670853e-05,0.000188996484497773,-0.000355102800066246,0.000395443680915926
HF,0.1,MELD_lambda1_afproj − MELD_lambda0_afproj,-0.0014251463299253,0.000747710373852812,-0.0028518182097027,0.000133887506084441
IPF,0.001,MELD_lambda0_afproj − EUR,0.0799866478591488,0.00801998180538175,0.063365117939194,0.0949868093034006
IPF,0.001,MELD_lambda0_afproj − EAS,0.260808719801579,0.0184621644116851,0.223864589490788,0.296019379453366
IPF,0.001,MELD_lambda0_afproj − AFR,0.372075830611785,0.0242529570777734,0.321587188099001,0.417733666834358
IPF,0.001,MELD_lambda0_afproj − CSA,0.149826979122539,0.0188285492604949,0.112376975779703,0.185735175935368
IPF,0.001,MELD_lambda0_afproj − AMR,0.171431252544445,0.0180364523913838,0.136440880366027,0.20517989473531
IPF,0.001,MELD_lambda0_afproj − MELD_lambda0_equal,-0.00744602592682745,0.00597581734516465,-0.0194184064698663,0.00402084158740898
IPF,0.001,MELD_lambda0_afproj − MELD_lambda0_reportN,0.00232452891581498,0.000962831824176553,0.000497311172906889,0.00426569444875611
IPF,0.001,MELD_lambda1_afproj − MELD_lambda0_afproj,-0.00688979107005573,0.00301596305752439,-0.0137420950714986,-0.0023731772953978
IPF,0.01,MELD_lambda0_afproj − EUR,0.0365280766952136,0.00431749183900416,0.0279584235339609,0.0450179287726245
IPF,0.01,MELD_lambda0_afproj − EAS,0.124225653452115,0.0108427400291963,0.104398230205545,0.146398670112228
IPF,0.01,MELD_lambda0_afproj − AFR,0.293961808589888,0.0204336113658646,0.251926799411009,0.330486066905433
IPF,0.01,MELD_lambda0_afproj − CSA,0.0812406262182693,0.010471200926692,0.0610157249614159,0.10175572808152
IPF,0.01,MELD_lambda0_afproj − AMR,0.105518038421903,0.0137268753714295,0.0779675069691965,0.130994066972854
IPF,0.01,MELD_lambda0_afproj − MELD_lambda0_equal,0.0068166900175714,0.00357161636472054,-0.000379789587784774,0.0136987993508515
IPF,0.01,MELD_lambda0_afproj − MELD_lambda0_reportN,0.0006576848869884,0.000456874449034122,-0.000294647517300721,0.00152816422119107
IPF,0.01,MELD_lambda1_afproj − MELD_lambda0_afproj,-0.00371060367109342,0.00132959897167478,-0.00667746476001088,-0.00150420380961516
IPF,0.1,MELD_lambda0_afproj − EUR,0.0223005609760426,0.00242312902729726,0.0174842334211066,0.0269768057342244
IPF,0.1,MELD_lambda0_afproj − EAS,0.0914126789000317,0.0081516534534212,0.0760729583847107,0.107742608794223
IPF,0.1,MELD_lambda0_afproj − AFR,0.229920400963431,0.0137464364848699,0.200495678323807,0.254736043352964
IPF,0.1,MELD_lambda0_afproj − CSA,0.0556074320463367,0.0052390504233131,0.0452170991238581,0.0656881175372953
IPF,0.1,MELD_lambda0_afproj − AMR,0.0837436498245875,0.010324242965943,0.0637680222632699,0.104259940980452
IPF,0.1,MELD_lambda0_afproj − MELD_lambda0_equal,0.00823914296318136,0.00243222043727181,0.00349139268100117,0.0128128313055838
IPF,0.1,MELD_lambda0_afproj − MELD_lambda0_reportN,0.000298805008579258,0.000275419032594404,-0.000252333713004081,0.000856714204535697
IPF,0.1,MELD_lambda1_afproj − MELD_lambda0_afproj,-0.00302164985006848,0.000894237481286863,-0.00493514528147671,-0.00149537613600557
Stroke,0.001,MELD_lambda0_afproj − EUR,0.113285874234332,0.0120832103505686,0.0902535705583056,0.13838052947604
Stroke,0.001,MELD_lambda0_afproj − EAS,0.163364694274935,0.0155048247600985,0.13345183170956,0.194378639958337
Stroke,0.001,MELD_lambda0_afproj − AFR,0.377089395268013,0.0229734133053809,0.332223461028257,0.422711990217785
Stroke,0.001,MELD_lambda0_afproj − CSA,0.123510117689658,0.0157040233797626,0.0919933108752417,0.152123223907312
Stroke,0.001,MELD_lambda0_afproj − AMR,0.184590920244059,0.0216768650459848,0.142094730163858,0.226776070757174
Stroke,0.001,MELD_lambda0_afproj − MELD_lambda0_equal,-0.0031198368232914,0.0048829946961374,-0.0132391185102657,0.00618609250865034
Stroke,0.001,MELD_lambda0_afproj − MELD_lambda0_reportN,-0.000608710107427951,0.00073685614224154,-0.00201931093218522,0.000810648254596428
Stroke,0.001,MELD_lambda1_afproj − MELD_lambda0_afproj,0.00145787964648445,0.000939041214844723,-0.000437868376835768,0.0032605980308794
Stroke,0.01,MELD_lambda0_afproj − EUR,0.0537792762522791,0.00706418443100621,0.0408396430156235,0.0687717245785077
Stroke,0.01,MELD_lambda0_afproj − EAS,0.0868516588498902,0.010628315635662,0.0681432773711905,0.109772622895952
Stroke,0.01,MELD_lambda0_afproj − AFR,0.289532300096258,0.0223720432187967,0.247767628143335,0.333629649392751
Stroke,0.01,MELD_lambda0_afproj − CSA,0.06909550650422,0.0083391585885632,0.0530799680646826,0.0851795669519306
Stroke,0.01,MELD_lambda0_afproj − AMR,0.115758592553372,0.0142499655665514,0.0872759028035442,0.142968310681281
Stroke,0.01,MELD_lambda0_afproj − MELD_lambda0_equal,0.00927029663557165,0.00321955598581277,0.00303799670047464,0.0156525418653014
Stroke,0.01,MELD_lambda0_afproj − MELD_lambda0_reportN,-2.50544079618516e-05,0.000387691012862502,-0.00079796748475012,0.00071175427926548
Stroke,0.01,MELD_lambda1_afproj − MELD_lambda0_afproj,0.000831096426896574,0.000600438662783108,-0.00030833373792297,0.00201044850631625
Stroke,0.1,MELD_lambda0_afproj − EUR,0.0374484473293692,0.00473487413734139,0.0288260076210952,0.0470114412421992
Stroke,0.1,MELD_lambda0_afproj − EAS,0.0608617182861993,0.00675205179681169,0.0475403984140288,0.0742180814345865
Stroke,0.1,MELD_lambda0_afproj − AFR,0.230537118716785,0.0189476172837258,0.192540208835368,0.268071250039365
Stroke,0.1,MELD_lambda0_afproj − CSA,0.0518468904001187,0.00666286212046291,0.0382315111963285,0.0652265404512995
Stroke,0.1,MELD_lambda0_afproj − AMR,0.0833567817935339,0.00941330770654749,0.0657606603983798,0.102509974509832
Stroke,0.1,MELD_lambda0_afproj − MELD_lambda0_equal,0.00799186814580049,0.00278333826547317,0.00285074072554152,0.0135387749063323
Stroke,0.1,MELD_lambda0_afproj − MELD_lambda0_reportN,-7.05135696317584e-07,0.000203314814841131,-0.000411621084910099,0.000398826428918234
Stroke,0.1,MELD_lambda1_afproj − MELD_lambda0_afproj,5.42380485084866e-05,0.000581600335278437,-0.00107956548994915,0.00119606884176541
VTE,0.001,MELD_lambda0_afproj − EUR,0.0675659024469215,0.00830569082710418,0.0511692636997512,0.0840232818036633
VTE,0.001,MELD_lambda0_afproj − EAS,0.301897941785332,0.0222964063827451,0.261496292098645,0.348216032365917
VTE,0.001,MELD_lambda0_afproj − AFR,0.376489038103583,0.0236948090050818,0.329314327281294,0.422185465508083
VTE,0.001,MELD_lambda0_afproj − CSA,0.154972594139465,0.0135496313500834,0.12699844141177,0.179359779654512
VTE,0.001,MELD_lambda0_afproj − AMR,0.16820509526007,0.0149472555521236,0.138197371793039,0.196897674239327
VTE,0.001,MELD_lambda0_afproj − MELD_lambda0_equal,0.00362654671692532,0.00571116361623079,-0.00744751586709463,0.0153919442464856
VTE,0.001,MELD_lambda0_afproj − MELD_lambda0_reportN,0.000804342690849392,0.000898831645075629,-0.00108842573017552,0.00231418928742041
VTE,0.001,MELD_lambda1_afproj − MELD_lambda0_afproj,0.00142533855926207,0.000683551978446185,0.000139931530387669,0.00274767302346082
VTE,0.01,MELD_lambda0_afproj − EUR,0.0209432876441059,0.00358633488149825,0.0138941616060926,0.027828770349975
VTE,0.01,MELD_lambda0_afproj − EAS,0.169828525634234,0.0131611112985366,0.145019223535976,0.195546002625956
VTE,0.01,MELD_lambda0_afproj − AFR,0.278416508077787,0.0211506821332563,0.234581556628641,0.316611236243199
VTE,0.01,MELD_lambda0_afproj − CSA,0.0783446475141675,0.0091148165109704,0.0610459252622521,0.0967675016747462
VTE,0.01,MELD_lambda0_afproj − AMR,0.096320349428572,0.0113441634275374,0.0746669874650184,0.118969932017142
VTE,0.01,MELD_lambda0_afproj − MELD_lambda0_equal,0.0150801324888515,0.0032457990528174,0.00873476204943892,0.0216099229346187
VTE,0.01,MELD_lambda0_afproj − MELD_lambda0_reportN,0.000577290075094857,0.000456702253218176,-0.000356834469434935,0.00143431078871448
VTE,0.01,MELD_lambda1_afproj − MELD_lambda0_afproj,0.000833293174059573,0.000504630264060159,-0.000241085872483116,0.00172979657834216
VTE,0.1,MELD_lambda0_afproj − EUR,0.00870737006929315,0.0021073773192662,0.0048062034153684,0.0131050287377798
VTE,0.1,MELD_lambda0_afproj − EAS,0.129849175845697,0.00940848366139326,0.111138992939073,0.148397788655943
VTE,0.1,MELD_lambda0_afproj − AFR,0.20468549349326,0.0165344225504352,0.171979690636891,0.23564551760216
VTE,0.1,MELD_lambda0_afproj − CSA,0.0538355795879816,0.00608975760272655,0.0420338146002344,0.0664147326251055
VTE,0.1,MELD_lambda0_afproj − AMR,0.067248938957794,0.00834623017740064,0.0516937321133232,0.0844998847378135
VTE,0.1,MELD_lambda0_afproj − MELD_lambda0_equal,0.0136143155209198,0.00307246663475641,0.00814718502383079,0.0201851268729538
VTE,0.1,MELD_lambda0_afproj − MELD_lambda0_reportN,-0.000100973614747735,0.000351486421648586,-0.000792083606711461,0.000562157811834928
VTE,0.1,MELD_lambda1_afproj − MELD_lambda0_afproj,0.00023144126275657,0.000531574564970985,-0.000918005744733667,0.0011864882953552
